,uniprot_id,gene_name,locations,go_locations,type,transmembrane_num
140,Q8IUQ4,SIAH1,,"c:beta-catenin destruction complex, c:cytoplasm, c:cytosol, c:nucleus, f:identical protein binding, f:protein c-terminus binding, f:ubiquitin conjugating enzyme binding, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, f:zinc ion binding, p:amyloid fibril formation, p:anatomical structure morphogenesis, p:apoptotic process, p:axon guidance, p:cell cycle, p:nervous system development, p:neuron apoptotic process, p:positive regulation of apoptotic process, p:positive regulation of intrinsic apoptotic signaling pathway, p:proteasome-mediated ubiquitin-dependent protein catabolic process, p:protein catabolic process, p:spermatogenesis, p:ubiquitin-dependent protein catabolic process",RING,
141,Q5VTB9,RNF220,cytoplasm,"c:cytoplasm, c:protein-containing complex, f:metal ion binding, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, p:dorsal/ventral neural tube patterning, p:noradrenergic neuron development, p:positive regulation of canonical wnt signaling pathway, p:positive regulation of dna-binding transcription factor activity, p:protein autoubiquitination, p:protein monoubiquitination, p:protein ubiquitination, p:regulation of transcription regulatory region dna binding",RING,
142,A0AVI4,TMEM129,endoplasmic reticulum membrane,"c:endoplasmic reticulum, c:endoplasmic reticulum membrane, c:integral component of membrane, f:metal ion binding, f:ubiquitin protein ligase activity, p:protein polyubiquitination, p:protein ubiquitination, p:response to unfolded protein, p:retrograde protein transport, er to cytosol, p:ubiquitin-dependent erad pathway",RING,3.0
143,O00463,TRAF5,"cytoplasm, cytoplasm, cytosol","c:cd40 receptor complex, c:centrosome, c:cytoplasmic side of plasma membrane, c:cytosol, f:identical protein binding, f:thioesterase binding, f:tumor necrosis factor receptor binding, f:ubiquitin protein ligase binding, f:zinc ion binding, p:apoptotic process, p:interleukin-17-mediated signaling pathway, p:mrna stabilization, p:positive regulation of cell population proliferation, p:positive regulation of dna-binding transcription factor activity, p:positive regulation of i-kappab kinase/nf-kappab signaling, p:positive regulation of jnk cascade, p:positive regulation of nf-kappab transcription factor activity, p:protein k63-linked ubiquitination, p:regulation of apoptotic process, p:regulation of i-kappab kinase/nf-kappab signaling, p:signal transduction, p:signal transduction involved in regulation of gene expression, p:tumor necrosis factor-mediated signaling pathway",RING,
144,Q9Y4K3,TRAF6,"cytoplasm, cytoplasm, cell cortex, nucleus, lipid droplet","c:cd40 receptor complex, c:cell cortex, c:cytoplasm, c:cytoplasmic side of plasma membrane, c:cytosol, c:endosome membrane, c:lipid droplet, c:nucleus, c:perinuclear region of cytoplasm, c:plasma membrane, c:protein-containing complex, f:histone deacetylase binding, f:identical protein binding, f:mitogen-activated protein kinase kinase kinase binding, f:protein kinase b binding, f:protein kinase binding, f:protein n-terminus binding, f:thioesterase binding, f:tumor necrosis factor receptor binding, f:tumor necrosis factor receptor superfamily binding, f:ubiquitin conjugating enzyme binding, f:ubiquitin protein ligase activity, f:ubiquitin protein ligase binding, f:ubiquitin-protein transferase activity, f:zinc ion binding, p:activation of nf-kappab-inducing kinase activity, p:activation of protein kinase activity, p:antigen processing and presentation of exogenous peptide antigen via mhc class ii, p:bone resorption, p:cell development, p:cellular response to cytokine stimulus, p:cellular response to dna damage stimulus, p:cellular response to lipopolysaccharide, p:cytoplasmic pattern recognition receptor signaling pathway, p:fc-epsilon receptor signaling pathway, p:i-kappab kinase/nf-kappab signaling, p:in utero embryonic development, p:interleukin-1-mediated signaling pathway, p:interleukin-17-mediated signaling pathway, p:myd88-dependent toll-like receptor signaling pathway, p:myeloid dendritic cell differentiation, p:negative regulation of transcription by rna polymerase ii, p:negative regulation of transcription, dna-templated, p:neural tube closure, p:odontogenesis of dentin-containing tooth, p:ossification, p:osteoclast differentiation, p:positive regulation of dna-binding transcription factor activity, p:positive regulation of i-kappab kinase/nf-kappab signaling, p:positive regulation of interleukin-12 production, p:positive regulation of interleukin-2 production, p:positive regulation of interleukin-6 production, p:positive regulation of jnk cascade, p:positive regulation of jun kinase activity, p:positive regulation of leukocyte adhesion to vascular endothelial cell, p:positive regulation of lipopolysaccharide-mediated signaling pathway, p:positive regulation of nf-kappab transcription factor activity, p:positive regulation of nik/nf-kappab signaling, p:positive regulation of osteoclast differentiation, p:positive regulation of protein ubiquitination, p:positive regulation of t cell cytokine production, p:positive regulation of t cell proliferation, p:positive regulation of transcription by rna polymerase ii, p:positive regulation of transcription regulatory region dna binding, p:protein autoubiquitination, p:protein k63-linked ubiquitination, p:protein polyubiquitination, p:regulation of apoptotic process, p:regulation of i-kappab kinase/nf-kappab signaling, p:regulation of immunoglobulin production, p:response to interleukin-1, p:stimulatory c-type lectin receptor signaling pathway, p:t cell receptor signaling pathway, p:t-helper 1 type immune response, p:tumor necrosis factor-mediated signaling pathway",RING,
145,Q6Q0C0,TRAF7,cytoplasmic vesicle,"c:cytoplasmic vesicle, c:intracellular membrane-bounded organelle, c:nucleolus, c:plasma membrane, c:ubiquitin ligase complex, f:ubiquitin-protein transferase activity, f:zinc ion binding, p:apoptotic process, p:notch signaling pathway, p:positive regulation of apoptotic signaling pathway, p:positive regulation of mapk cascade, p:protein ubiquitination, p:regulation of erk1 and erk2 cascade, p:ribosomal large subunit assembly",RING,
146,Q13114,TRAF3,"cytoplasm, endosome","c:cd40 receptor complex, c:cytoplasmic side of plasma membrane, c:cytosol, c:endosome, c:mitochondrion, f:identical protein binding, f:protein kinase binding, f:protein phosphatase binding, f:thioesterase binding, f:tumor necrosis factor receptor binding, f:ubiquitin protein ligase binding, f:ubiquitin-protein transferase activity, f:zinc ion binding, p:apoptotic process, p:innate immune response, p:negative regulation of nf-kappab transcription factor activity, p:positive regulation of jnk cascade, p:protein k63-linked ubiquitination, p:regulation of apoptotic process, p:regulation of cytokine production, p:regulation of defense response to virus, p:regulation of i-kappab kinase/nf-kappab signaling, p:regulation of interferon-beta production, p:regulation of proteolysis, p:signal transduction, p:toll signaling pathway, p:toll-like receptor signaling pathway, p:trif-dependent toll-like receptor signaling pathway, p:tumor necrosis factor-mediated signaling pathway",RING,
147,O60858,TRIM13,endoplasmic reticulum membrane,"c:cytoplasm, c:endoplasmic reticulum membrane, c:endoplasmic reticulum quality control compartment, c:integral component of membrane, c:perinuclear endoplasmic reticulum, f:transcription coactivator activity, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, f:zinc ion binding, p:anatomical structure morphogenesis, p:endoplasmic reticulum mannose trimming, p:innate immune response, p:negative regulation of viral transcription, p:positive regulation of cell death, p:positive regulation of i-kappab kinase/nf-kappab signaling, p:positive regulation of macroautophagy, p:positive regulation of nf-kappab transcription factor activity, p:proteasome-mediated ubiquitin-dependent protein catabolic process, p:protein autoubiquitination, p:protein ubiquitination, p:response to gamma radiation, p:suppression of viral release by host, p:ubiquitin-dependent erad pathway",RING,1.0
148,Q9BUZ4,TRAF4,"cytoplasm, nucleus, cytoplasm, cytoskeleton","c:bicellular tight junction, c:cytoplasm, c:cytoskeleton, c:cytosol, c:fibrillar center, c:nucleoplasm, c:nucleus, c:perinuclear region of cytoplasm, c:plasma membrane, f:identical protein binding, f:protein kinase binding, f:thioesterase binding, f:transferase activity, f:tumor necrosis factor receptor binding, f:ubiquitin protein ligase binding, f:ww domain binding, f:zinc ion binding, p:activation of nf-kappab-inducing kinase activity, p:apoptotic process, p:innate immune response, p:positive regulation of jnk cascade, p:positive regulation of protein kinase activity, p:proteasome-mediated ubiquitin-dependent protein catabolic process, p:regulation of apoptotic process, p:regulation of i-kappab kinase/nf-kappab signaling, p:respiratory gaseous exchange by respiratory system, p:respiratory tube development",RING,
149,P19474,TRIM21,"cytoplasm, cytoplasmic vesicle, autophagosome, nucleus, cytoplasm, p-body","c:autophagosome, c:cytoplasm, c:cytoplasmic vesicle, c:cytosol, c:nucleoplasm, c:nucleus, c:p-body, c:ribonucleoprotein complex, f:dna binding, f:identical protein binding, f:protein homodimerization activity, f:protein kinase binding, f:rna binding, f:transcription coactivator activity, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, f:zinc ion binding, p:cell cycle, p:innate immune response, p:negative regulation of innate immune response, p:negative regulation of nf-kappab transcription factor activity, p:negative regulation of protein deubiquitination, p:negative regulation of viral transcription, p:positive regulation of autophagy, p:positive regulation of cell cycle, p:positive regulation of dna-binding transcription factor activity, p:positive regulation of i-kappab kinase/nf-kappab signaling, p:positive regulation of nf-kappab transcription factor activity, p:positive regulation of protein binding, p:positive regulation of viral entry into host cell, p:protein autoubiquitination, p:protein destabilization, p:protein k63-linked ubiquitination, p:protein monoubiquitination, p:protein polyubiquitination, p:protein ubiquitination, p:regulation of gene expression, p:regulation of protein localization, p:regulation of type i interferon production, p:regulation of viral entry into host cell, p:response to interferon-gamma, p:suppression of viral release by host",RING,
150,P36406,TRIM23,"cytoplasm, endomembrane system, golgi apparatus membrane, lysosome membrane","c:golgi membrane, c:lysosomal membrane, c:nucleus, c:plasma membrane, f:enzyme activator activity, f:gdp binding, f:gtp binding, f:gtpase activity, f:identical protein binding, f:ubiquitin-protein transferase activity, f:zinc ion binding, p:innate immune response, p:intracellular protein transport, p:protein ubiquitination, p:vesicle-mediated transport",RING,
151,O75382,TRIM3,"cytoplasm, early endosome, golgi apparatus, trans-golgi network, cell projection, dendrite","c:cytoplasm, c:dendrite, c:early endosome, c:golgi apparatus, f:identical protein binding, f:protein c-terminus binding, f:ubiquitin protein ligase activity, f:zinc ion binding, p:nervous system development, p:proteasome-mediated ubiquitin-dependent protein catabolic process, p:protein polyubiquitination, p:protein transport",RING,
152,Q12933,TRAF2,cytoplasm,"c:cd40 receptor complex, c:cell cortex, c:cytoplasmic side of plasma membrane, c:cytosol, c:ire1-traf2-ask1 complex, c:membrane raft, c:nucleoplasm, c:traf2-gstp1 complex, c:tumor necrosis factor receptor superfamily complex, c:ubiquitin ligase complex, c:vesicle membrane, f:cd40 receptor binding, f:enzyme binding, f:identical protein binding, f:mitogen-activated protein kinase kinase kinase binding, f:protein kinase binding, f:protein phosphatase binding, f:protein-containing complex binding, f:protein-macromolecule adaptor activity, f:sphingolipid binding, f:thioesterase binding, f:tumor necrosis factor binding, f:tumor necrosis factor receptor binding, f:ubiquitin protein ligase binding, f:ubiquitin-protein transferase activity, f:zinc ion binding, p:activation of nf-kappab-inducing kinase activity, p:cellular protein-containing complex assembly, p:cellular response to nitric oxide, p:interleukin-17-mediated signaling pathway, p:intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress, p:mrna stabilization, p:negative regulation of glial cell apoptotic process, p:negative regulation of neuron death, p:positive regulation of dna-binding transcription factor activity, p:positive regulation of extrinsic apoptotic signaling pathway, p:positive regulation of i-kappab kinase/nf-kappab signaling, p:positive regulation of i-kappab phosphorylation, p:positive regulation of interleukin-2 production, p:positive regulation of jnk cascade, p:positive regulation of jun kinase activity, p:positive regulation of nf-kappab transcription factor activity, p:positive regulation of t cell cytokine production, p:positive regulation of tumor necrosis factor-mediated signaling pathway, p:programmed necrotic cell death, p:protein autoubiquitination, p:protein catabolic process, p:protein k63-linked ubiquitination, p:protein-containing complex assembly, p:regulation of apoptotic process, p:regulation of i-kappab kinase/nf-kappab signaling, p:regulation of immunoglobulin production, p:regulation of protein-containing complex assembly, p:response to endoplasmic reticulum stress, p:signal transduction, p:signal transduction involved in regulation of gene expression, p:tumor necrosis factor-mediated signaling pathway",RING,
153,P14373,TRIM27,"nucleus, cytoplasm, nucleus, pml body, early endosome","c:cytoplasm, c:cytosol, c:early endosome, c:endosome, c:fibrillar center, c:nuclear membrane, c:nucleolus, c:nucleoplasm, c:nucleus, c:pml body, f:dna binding, f:identical protein binding, f:metal ion binding, f:nucleic acid binding, f:protein homodimerization activity, f:protein kinase binding, f:sumo transferase activity, f:transcription coactivator activity, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, f:zinc ion binding, p:arp2/3 complex-mediated actin nucleation, p:innate immune response, p:negative regulation of adaptive immune response, p:negative regulation of calcium ion import, p:negative regulation of gene expression, epigenetic, p:negative regulation of interleukin-2 production, p:negative regulation of protein kinase activity, p:negative regulation of transcription by rna polymerase ii, p:negative regulation of tumor necrosis factor production, p:negative regulation of viral transcription, p:positive regulation of actin nucleation, p:positive regulation of autophagy, p:positive regulation of dna-binding transcription factor activity, p:positive regulation of i-kappab kinase/nf-kappab signaling, p:positive regulation of interferon-gamma production, p:positive regulation of nf-kappab transcription factor activity, p:protein k63-linked ubiquitination, p:protein polyubiquitination, p:protein ubiquitination, p:regulation of gene expression, p:regulation of protein localization, p:regulation of viral entry into host cell, p:retrograde transport, endosome to golgi, p:spermatogenesis, p:suppression of viral release by host",RING,
154,Q13049,TRIM32,cytoplasm,"c:cytoplasm, c:cytosol, c:nucleus, c:striated muscle myosin thick filament, f:identical protein binding, f:myosin binding, f:protein self-association, f:rna binding, f:tat protein binding, f:transcription coactivator activity, f:translation initiation factor binding, f:ubiquitin binding, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, f:zinc ion binding, p:actin ubiquitination, p:axon development, p:fat cell differentiation, p:free ubiquitin chain polymerization, p:innate immune response, p:muscle cell cellular homeostasis, p:negative regulation of fibroblast proliferation, p:negative regulation of intrinsic apoptotic signaling pathway in response to dna damage, p:negative regulation of viral transcription, p:positive regulation of autophagy, p:positive regulation of cell cycle, p:positive regulation of cell growth, p:positive regulation of cell migration, p:positive regulation of cell motility, p:positive regulation of chemokine (c-c motif) ligand 20 production, p:positive regulation of dna-binding transcription factor activity, p:positive regulation of i-kappab kinase/nf-kappab signaling, p:positive regulation of interleukin-17-mediated signaling pathway, p:positive regulation of neurogenesis, p:positive regulation of neuron differentiation, p:positive regulation of nf-kappab transcription factor activity, p:positive regulation of protein catabolic process, p:positive regulation of proteolysis, p:positive regulation of striated muscle cell differentiation, p:positive regulation of tumor necrosis factor-mediated signaling pathway, p:protein k48-linked ubiquitination, p:protein polyubiquitination, p:protein ubiquitination, p:response to tumor necrosis factor, p:response to uv, p:suppression of viral release by host, p:tissue homeostasis, p:ubiquitin-dependent protein catabolic process",RING,
155,Q9NQ86,TRIM36,"cytoplasm, cytoplasmic vesicle, secretory vesicle, acrosome, cytoplasm, cytoskeleton","c:acrosomal vesicle, c:cytoplasm, c:cytoskeleton, c:cytosol, f:alpha-tubulin binding, f:ubiquitin-protein transferase activity, f:zinc ion binding, p:acrosome reaction, p:mitotic cytokinesis, p:regulation of cell cycle, p:regulation of microtubule cytoskeleton organization, p:spindle organization",RING,
156,Q9C037,TRIM4,cytoplasm,"c:cytoplasm, c:cytosol, c:plasma membrane, f:identical protein binding, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, f:zinc ion binding, p:innate immune response, p:protein ubiquitination, p:regulation of gene expression",RING,
157,Q7Z4K8,TRIM46,"cell projection, axon, cytoplasm, cytoskeleton","c:axon cytoplasm, c:axon initial segment, c:cytoskeleton, c:main axon, c:proximal neuron projection, f:zinc ion binding, p:anterograde synaptic vesicle transport, p:axonogenesis, p:microtubule bundle formation, p:negative regulation of axon extension, p:neuron migration, p:positive regulation of anterograde dense core granule transport, p:protein localization to axon, p:regulation of protein localization",RING,
158,Q9H8W5,TRIM45,"cytoplasm, nucleus","c:chromatin, c:cytosol, c:intercellular bridge, c:nucleoplasm, f:ubiquitin-protein transferase activity, f:zinc ion binding, p:bone development, p:positive regulation of transcription, dna-templated",RING,
159,Q8IWR1,TRIM59,endoplasmic reticulum membrane,"c:endoplasmic reticulum, c:endoplasmic reticulum membrane, c:integral component of membrane, f:ubiquitin protein ligase activity, f:zinc ion binding, p:innate immune response, p:negative regulation of i-kappab kinase/nf-kappab signaling, p:negative regulation of viral entry into host cell",RING,1.0
160,Q2Q1W2,TRIM71,"cytoplasm, p-body","c:p-body, f:mirna binding, f:translation repressor activity, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, f:zinc ion binding, p:3'-utr-mediated mrna destabilization, p:fibroblast growth factor receptor signaling pathway, p:g1/s transition of mitotic cell cycle, p:mirna mediated inhibition of translation, p:mirna metabolic process, p:negative regulation of translation, p:neural tube closure, p:neural tube development, p:positive regulation of gene silencing by mirna, p:posttranscriptional regulation of gene expression, p:production of mirnas involved in gene silencing by mirna, p:proteasome-mediated ubiquitin-dependent protein catabolic process, p:protein autoubiquitination, p:protein polyubiquitination, p:regulation of gene silencing by mirna, p:regulation of neural precursor cell proliferation, p:stem cell proliferation",RING,
161,Q6ZTA4,TRIM67,"cytoplasm, cytoplasm, cytoskeleton","c:cytoplasm, c:cytoskeleton, f:zinc ion binding, p:negative regulation of ras protein signal transduction, p:positive regulation of neuron projection development, p:positive regulation of ubiquitin-dependent protein catabolic process, p:regulation of protein localization",RING,
162,Q6ZMU5,TRIM72,"cell membrane, sarcolemma, cytoplasmic vesicle membrane","c:cytoplasm, c:cytoplasmic vesicle membrane, c:sarcolemma, f:identical protein binding, f:phosphatidylserine binding, f:ubiquitin conjugating enzyme binding, f:ubiquitin protein ligase activity, f:zinc ion binding, p:exocytosis, p:muscle organ development, p:muscle system process, p:negative regulation of insulin receptor signaling pathway, p:negative regulation of insulin-like growth factor receptor signaling pathway, p:negative regulation of myotube differentiation, p:plasma membrane repair, p:proteasome-mediated ubiquitin-dependent protein catabolic process, p:protein homooligomerization, p:protein ubiquitination",RING,
163,Q9C026,TRIM9,"cytoplasm, cell projection, dendrite, cytoplasmic vesicle, secretory vesicle, synaptic vesicle, cell junction, synapse, cytoplasm, cytoskeleton","c:cytoplasm, c:cytoskeleton, c:dendrite, c:synaptic vesicle, f:protein domain specific binding, f:protein homodimerization activity, f:ubiquitin protein ligase activity, f:zinc ion binding, p:proteasome-mediated ubiquitin-dependent protein catabolic process",RING,
164,Q14669,TRIP12,"nucleus, nucleoplasm","c:cytosol, c:nuclear speck, c:nucleoplasm, c:nucleus, f:thyroid hormone receptor binding, f:ubiquitin protein ligase activity, p:cellular response to dna damage stimulus, p:dna repair, p:negative regulation of double-strand break repair, p:negative regulation of histone h2a k63-linked ubiquitination, p:protein polyubiquitination, p:regulation of double-strand break repair, p:regulation of embryonic development, p:ubiquitin-dependent protein catabolic process",HECTc,
165,Q6ZT12,UBR3,membrane,"c:cytoplasm, c:integral component of membrane, c:ubiquitin ligase complex, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, f:zinc ion binding, p:embryo development ending in birth or egg hatching, p:protein ubiquitination, p:sensory perception of smell, p:suckling behavior, p:ubiquitin-dependent protein catabolic process, p:ubiquitin-dependent protein catabolic process via the n-end rule pathway",UBR,3.0
166,Q05086,UBE3A,"cytoplasm, nucleus","c:cytosol, c:nucleus, c:proteasome complex, f:metal ion binding, f:transcription coactivator activity, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, p:androgen receptor signaling pathway, p:brain development, p:cellular response to brain-derived neurotrophic factor stimulus, p:locomotory exploration behavior, p:motor learning, p:negative regulation of dendritic spine morphogenesis, p:ovarian follicle development, p:positive regulation of golgi lumen acidification, p:positive regulation of phosphatidylinositol 3-kinase signaling, p:positive regulation of protein ubiquitination, p:positive regulation of transcription by rna polymerase ii, p:progesterone receptor signaling pathway, p:prostate gland growth, p:protein autoubiquitination, p:protein k48-linked ubiquitination, p:proteolysis, p:regulation of circadian rhythm, p:regulation of ubiquitin-dependent protein catabolic process, p:response to cocaine, p:response to hydrogen peroxide, p:response to progesterone, p:rhythmic process, p:sperm entry, p:ubiquitin-dependent protein catabolic process",HECTc,
167,Q5T4S7,UBR4,membrane,"c:centrosome, c:cytosol, c:ficolin-1-rich granule membrane, c:integral component of membrane, c:membrane, c:nucleoplasm, c:plasma membrane, c:specific granule membrane, c:tertiary granule membrane, f:calmodulin binding, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, f:zinc ion binding, p:ubiquitin-dependent protein catabolic process",UBR,2.0
168,O95071,UBR5,,"c:cytosol, c:membrane, c:nucleoplasm, c:nucleus, c:perinuclear region of cytoplasm, c:protein-containing complex, f:rna binding, f:ubiquitin binding, f:ubiquitin protein ligase activity, f:ubiquitin-ubiquitin ligase activity, f:zinc ion binding, p:cellular response to dna damage stimulus, p:dna repair, p:negative regulation of double-strand break repair, p:negative regulation of histone h2a k63-linked ubiquitination, p:positive regulation of canonical wnt signaling pathway, p:positive regulation of gene expression, p:positive regulation of protein import into nucleus, p:progesterone receptor signaling pathway, p:protein k48-linked ubiquitination, p:protein polyubiquitination, p:regulation of double-strand break repair",HECTc,
169,Q9C0B0,UNK,cytoplasm,"c:cytoplasm, c:polysome, f:metal ion binding, f:mrna cds binding, f:polysome binding, f:rna binding, p:cell morphogenesis involved in neuron differentiation, p:in utero embryonic development, p:negative regulation of cytoplasmic translation, p:neuron migration",RING,
170,P49754,VPS41,"endosome membrane, late endosome membrane, early endosome membrane, lysosome membrane, golgi apparatus, trans-golgi network, cytoplasmic vesicle, clathrin-coated vesicle, cytoplasm, cytosol","c:clathrin-coated vesicle, c:cytosol, c:early endosome, c:endosome membrane, c:golgi apparatus, c:golgi-associated vesicle, c:hops complex, c:late endosome, c:late endosome membrane, c:lysosomal hops complex, c:lysosomal membrane, c:lysosome, c:membrane, c:microtubule cytoskeleton, f:identical protein binding, f:metal ion binding, f:microtubule binding, p:cellular response to starvation, p:endosomal vesicle fusion, p:endosome to lysosome transport, p:golgi vesicle transport, p:late endosome to lysosome transport, p:macroautophagy, p:protein targeting to vacuole, p:vesicle-mediated transport",RING,
171,Q8N3P4,VPS8,early endosome,"c:corvet complex, c:early endosome, f:metal ion binding, p:endosomal vesicle fusion, p:protein transport",RING,
172,Q9H0M0,WWP1,"cytoplasm, cell membrane, nucleus","c:cytoplasm, c:cytosol, c:extracellular exosome, c:nucleus, c:plasma membrane, c:ubiquitin ligase complex, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, p:central nervous system development, p:ion transmembrane transport, p:negative regulation of transcription, dna-templated, p:positive regulation of protein catabolic process, p:proteasome-mediated ubiquitin-dependent protein catabolic process, p:protein polyubiquitination, p:protein ubiquitination, p:signal transduction, p:viral entry into host cell",HECTc,
173,Q6PJI9,WDR59,lysosome membrane,"c:gator2 complex, c:lysosomal membrane, p:cellular response to amino acid starvation, p:positive regulation of tor signaling",RING,
174,Q9P253,VPS18,"late endosome membrane, lysosome membrane, early endosome, cytoplasmic vesicle, autophagosome, cytoplasmic vesicle, clathrin-coated vesicle","c:actin filament, c:ap-3 adaptor complex, c:autophagosome, c:clathrin-coated vesicle, c:corvet complex, c:early endosome, c:endosome, c:glutamatergic synapse, c:hops complex, c:late endosome, c:late endosome membrane, c:lysosomal membrane, c:lysosome, c:presynapse, f:actin binding, f:metal ion binding, f:protein-macromolecule adaptor activity, f:syntaxin binding, f:ubiquitin protein ligase activity, p:autophagy, p:endosome organization, p:endosome to lysosome transport, p:intracellular protein transport, p:lysosome organization, p:negative regulation of intracellular estrogen receptor signaling pathway, p:organelle fusion, p:protein ubiquitination, p:regulation of synaptic vesicle exocytosis, p:vacuole organization, p:vesicle docking involved in exocytosis, p:viral entry into host cell",RING,
175,Q9H270,VPS11,"endosome, late endosome membrane, lysosome membrane, early endosome, cytoplasmic vesicle, cytoplasmic vesicle, autophagosome, cytoplasmic vesicle, clathrin-coated vesicle","c:autophagosome, c:clathrin-coated vesicle, c:early endosome, c:endocytic vesicle, c:endosome, c:hops complex, c:late endosome, c:late endosome membrane, c:lysosomal membrane, c:lysosome, f:metal ion binding, f:nucleotide binding, f:protein domain specific binding, f:protein-macromolecule adaptor activity, f:syntaxin binding, f:ubiquitin protein ligase activity, p:autophagy, p:endosomal vesicle fusion, p:endosome organization, p:endosome to lysosome transport, p:intracellular protein transport, p:negative regulation of intracellular estrogen receptor signaling pathway, p:organelle fusion, p:positive regulation of cellular protein catabolic process, p:positive regulation of early endosome to late endosome transport, p:positive regulation of protein targeting to mitochondrion, p:protein ubiquitination, p:regulation of organelle assembly, p:regulation of protein stability, p:vacuole organization, p:vesicle docking involved in exocytosis",RING,
176,O00308,WWP2,nucleus,"c:cytoplasm, c:cytosol, c:extracellular exosome, c:membrane, c:nucleus, c:ubiquitin ligase complex, f:rna polymerase ii-specific dna-binding transcription factor binding, f:transcription factor binding, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, p:cellular protein modification process, p:extracellular transport, p:negative regulation of dna-binding transcription factor activity, p:negative regulation of gene expression, p:negative regulation of notch signaling pathway, p:negative regulation of protein transport, p:negative regulation of transcription by rna polymerase ii, p:negative regulation of transcription, dna-templated, p:negative regulation of transporter activity, p:positive regulation of protein catabolic process, p:positive regulation of transcription by rna polymerase ii, p:proteasome-mediated ubiquitin-dependent protein catabolic process, p:protein autoubiquitination, p:protein k63-linked ubiquitination, p:protein polyubiquitination, p:protein ubiquitination, p:regulation of ion transmembrane transport, p:regulation of membrane potential, p:regulation of potassium ion transmembrane transporter activity, p:viral entry into host cell",HECTc,
177,O95159,ZFPL1,"golgi apparatus, cis-golgi network membrane","c:golgi apparatus, c:integral component of membrane, c:nucleus, f:dna binding, f:zinc ion binding, p:regulation of transcription, dna-templated, p:vesicle-mediated transport",RING,1.0
178,Q8ND25,ZNRF1,"cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane","c:cytosol, c:endosome, c:lysosome, c:membrane, c:synaptic vesicle membrane, f:metal ion binding, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, p:proteasome-mediated ubiquitin-dependent protein catabolic process, p:protein k48-linked ubiquitination",RING,
179,Q8WWF5,ZNRF4,endoplasmic reticulum membrane,"c:endoplasmic reticulum membrane, c:integral component of membrane, f:metal ion binding, f:ubiquitin protein ligase activity, p:ubiquitin-dependent protein catabolic process",RING,1.0
180,Q8NHG8,ZNRF2,"endosome membrane, lysosome membrane, cell junction, synapse, presynaptic cell membrane","c:cell projection, c:cytoplasm, c:cytoplasmic vesicle membrane, c:cytosol, c:endosome membrane, c:fibrillar center, c:intracellular membrane-bounded organelle, c:lysosomal membrane, c:nucleoplasm, c:plasma membrane, c:presynaptic membrane, c:protein-containing complex, f:metal ion binding, f:ubiquitin protein ligase activity",RING,
181,Q9ULT6,ZNRF3,cell membrane,"c:integral component of plasma membrane, c:plasma membrane, f:frizzled binding, f:metal ion binding, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, p:limb development, p:negative regulation of canonical wnt signaling pathway, p:negative regulation of non-canonical wnt signaling pathway, p:protein ubiquitination, p:regulation of wnt signaling pathway, planar cell polarity pathway, p:stem cell proliferation, p:ubiquitin-dependent protein catabolic process, p:wnt receptor catabolic process, p:wnt signaling pathway",RING,1.0
